customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,good_bad_flag,birthdate,longitude_gps,latitude_gps,bank_branch_clients,systemloanid_count,loanamount_mean,loanamount_max,totaldue_mean,termdays_mean,termdays_max,repayment_delay_mean,employment_status_clients_Permanent
8a858fee58d73f5f0158e2d82f3412d0,301991574,5,22:52.0,22:29.0,20000,24500,30,,Good,00:00.0,7.4593825,10.4442426,,4,12500,20000,15500,26.25,30,1.25,TRUE
8a858ffd5c8d343d015c8dd548a95120,301993574,3,56:09.0,56:02.0,10000,11500,15,,Good,00:00.0,3.9286039,7.4020525,,2,10000,10000,11500,15,15,-1.5,FALSE
8a858e005c2154c2015c218a9a451516,301960306,2,30:35.0,30:30.0,10000,13000,30,,Bad,00:00.0,3.4515467,6.436961,,1,10000,10000,13000,30,30,1,TRUE
8a858e605ce99f55015cedf2244b175b,301990300,2,46:50.0,46:44.0,10000,13000,30,,Bad,00:00.0,5.650632,6.341564,,1,10000,10000,13000,30,30,-7,TRUE
8a858edb5b8210eb015b854c86cf1a6d,301973379,4,41:17.0,41:12.0,20000,24500,30,8a858f115b80b9dd015b81383fba4090,Bad,00:00.0,3.3639265,6.5063419,,3,10000,10000,13000,30,30,-2.333333333,TRUE
8a858f1554da2c400154e25d20ae34c9,301984302,3,16:30.0,16:24.0,10000,13000,30,,Bad,00:00.0,6.3856111,5.0061726,,2,10000,10000,13000,30,30,-1,TRUE
8a858f9c56aaf37d0156b4a832543398,301967374,6,15:29.0,15:23.0,10000,13000,30,,Bad,00:00.0,6.9533458,6.1781916,,5,10000,10000,13000,30,30,26.6,FALSE
8a858fd85b685607015b6ce657912f6d,301977272,5,24:08.0,22:54.0,20000,22250,15,,Bad,00:00.0,3.6072982,6.8680254,,4,12500,20000,14187.5,15,15,-8.25,FALSE
8a85882653e2eb990153ec156fa2537f,301965822,10,25:14.0,25:08.0,20000,24500,30,,Good,00:00.0,5.752097,5.5475838,,9,20000,30000,22905.555555555555,21.666666666666668,30,5.222222222222222,TRUE
8a8588dc5384a05f01539d3773865219,301982307,8,47:26.0,46:12.0,30000,39000,60,,Good,00:00.0,3.8704173,7.3605793,RING ROAD,6,18333.333333333332,30000,22733.333333333332,35,60,4.333333333333333,TRUE
8a858929535ff7a2015362423ea12578,301970884,13,21:45.0,21:32.0,20000,24500,30,,Good,,,,,12,13333.333333333334,20000,16775,30,30,5.25,FALSE
8a85896653f0fed20154047ec0720b35,301966454,13,27:16.0,27:09.0,60000,68100,90,,Good,00:00.0,3.3352713,7.1268308,,12,32500,50000,38033.333333333336,52.5,90,-0.666666667,FALSE
8a8589a7545186b10154757067323535,301998594,4,34:55.0,34:49.0,30000,34500,30,,Good,00:00.0,3.2808408,6.6294756,OBA AKRAN,2,30000,30000,36750,45,60,-0.5,TRUE
8a8589f853f100fb015409cd02170e67,301967896,6,26:14.0,26:02.0,20000,24500,30,,Good,00:00.0,7.4904964,9.082846,,5,13000,20000,16375,30,30,-5.8,TRUE
8a858e0f58afbace0158cb199b892d2d,301976946,9,51:47.0,50:36.0,25000,28750,30,,Good,00:00.0,4.7175318,8.1396633,,8,12500,20000,14775,22.5,30,-0.625,TRUE
8a858e165cf9d8e3015d072f06823b83,301998978,2,40:52.0,40:46.0,10000,11500,15,8a858f065cf41809015cf44c98422994,Good,00:00.0,6.68484,6.219925,,1,10000,10000,11500,15,15,0,TRUE
8a858e1d5c5a460c015c5a7896251633,301977120,3,08:31.0,08:25.0,10000,13000,30,,Good,00:00.0,4.6122767,8.5216567,,2,10000,10000,12250,22.5,30,-1,TRUE
8a858e215ca77c7f015cab1db72d2b63,301987077,2,14:30.0,14:22.0,10000,11500,15,,Good,,,,,1,10000,10000,11500,15,15,-7,FALSE
8a858e345bd96da8015bda16d32d2f3e,301971887,3,35:03.0,34:57.0,10000,13000,30,,Good,00:00.0,3.3505856,6.459944,,2,10000,10000,13000,30,30,-4,TRUE
8a858e375bcf8394015bd371116d6fba,301958689,3,56:18.0,56:12.0,10000,11500,15,8a858f495bcefdb9015bd28dd6a91ae3,Bad,,,,,2,10000,10000,11500,15,15,1,FALSE
8a858e3e5965340601596af74f562c45,301975979,6,33:45.0,33:38.0,20000,22250,15,,Good,00:00.0,3.083137,6.5011327,,5,14000,20000,16250,18,30,-4.4,TRUE
8a858e4854d4be9d0154e1713f106e06,301975126,6,51:56.0,51:49.0,10000,13000,30,,Bad,,,,,5,10000,10000,12700,27,30,1.4,FALSE
8a858e5b5bd99460015be39f12b71b0a,301974141,3,30:42.0,30:35.0,10000,13000,30,,Good,00:00.0,3.4993533,6.6378367,,2,10000,10000,12250,22.5,30,-5.5,TRUE
8a858e655b903189015b903875da03da,301986090,2,00:14.0,00:08.0,10000,13000,30,8a858ff9580b8812015815c32c7b1cd8,Good,00:00.0,5.2304265,7.2338908,,1,10000,10000,13000,30,30,0,TRUE
8a858e6a5bfd4b54015c0f505e0043b5,301976308,3,03:50.0,03:43.0,10000,11500,15,,Good,00:00.0,7.4284433,8.9920483,,2,10000,10000,11500,15,15,-2.5,TRUE
8a858e6f5cd5e874015ce084c86e2a87,301996434,2,39:37.0,39:30.0,10000,11000,15,,Good,,,,,1,10000,10000,13000,30,30,0,FALSE
8a858e7b55deef140155e4ec2be045e7,301995472,10,18:52.0,18:44.0,30000,39000,60,,Good,,,,,9,18888.88888888889,30000,23411.11111111111,36.666666666666664,60,2.3333333333333335,FALSE
8a858e875c63d395015c6903770b542d,302001057,3,45:48.0,45:41.0,15000,18375,30,8a858e885c63d379015c6780ca836514,Good,00:00.0,4.8549934,7.1132181,,2,10000,10000,13000,30,30,-6.5,FALSE
8a858e8d56b784480156c0daba003ae3,301974270,3,58:27.0,58:19.0,10000,11500,15,,Good,00:00.0,3.3759409,6.5551562,,2,10000,10000,11500,15,15,-4,FALSE
8a858e945bfdb9e7015c07e29b6e24ba,302002650,4,21:59.0,21:52.0,10000,11500,15,,Bad,00:00.0,4.5961418,8.4715501,,3,10000,10000,11500,15,15,5.333333333333333,TRUE
8a858e9b560bbd63015612f7790c7b4f,301988463,16,36:58.0,36:51.0,50000,52500,30,,Good,00:00.0,5.996465,9.0695957,,15,28666.666666666668,50000,31960,25,60,-3.466666667,FALSE
8a858ea4582fcdc801583f1e99c55e55,301976090,7,41:54.0,41:47.0,20000,24500,30,,Good,00:00.0,8.8579,9.8389917,,6,10000,10000,12750,27.5,30,-5.833333333,FALSE
8a858eab5cf9c4c8015d094a5d9036d5,301979044,2,58:03.0,57:56.0,10000,13000,30,,Good,,,,,1,10000,10000,13000,30,30,-18,FALSE
8a858eb65c3b3074015c3f96cf8c3fad,301978331,2,41:19.0,41:12.0,10000,13000,30,,Good,,,,,1,10000,10000,13000,30,30,1,FALSE
8a858ebc572e1e3a0157390426b3300f,301979259,3,48:06.0,47:59.0,10000,13000,30,,Good,00:00.0,6.2953913,4.9254248,,2,10000,10000,13000,30,30,-10,TRUE
8a858ec75bfd77c4015c03059d72473f,302001773,3,13:20.0,13:13.0,10000,13000,30,,Good,00:00.0,3.5542267,6.4526034,,2,10000,10000,13000,30,30,-6,TRUE
8a858ed55c63db54015c785fae3160ce,301990672,2,13:08.0,12:55.0,10000,13000,30,,Bad,00:00.0,7.3221224,9.1634635,,1,10000,10000,11500,15,15,-2,FALSE
8a858ede5ca210f0015ca32170645e53,301994590,3,33:53.0,33:47.0,10000,11125,15,,Good,,,,,2,10000,10000,12250,22.5,30,-5.5,FALSE
8a858eee5872716901587b2be55c4193,301970938,7,14:53.0,14:47.0,30000,39000,60,,Good,00:00.0,3.5239511,6.437699,,6,13333.333333333334,20000,16591.666666666668,30,30,-5.833333333,TRUE
8a858f025bd49f21015bd8590bd83fe8,301960783,2,32:03.0,31:58.0,10000,13000,30,8a858fd75bb62bbe015bc52a13c36f6c,Good,00:00.0,6.1437533,6.74349,,1,10000,10000,11500,15,15,-10,TRUE
8a858f505cf46e04015cf760b94b7ef5,301978263,2,45:27.0,45:20.0,10000,13000,30,8a858fba5cd5feee015ce05bf405384e,Bad,,,,,1,10000,10000,11500,15,15,-3,FALSE
8a858f93572e873c0157515cbeb31187,301994697,3,43:58.0,43:52.0,10000,13000,30,,Bad,00:00.0,7.2287519,8.8816057,,2,10000,10000,13000,30,30,-2,TRUE
8a858fe35b8ba108015b8ba23e8e0143,301964785,4,36:12.0,36:07.0,20000,24500,30,,Bad,,,,,3,10000,10000,12500,25,30,-2.333333333,FALSE
8a858fff5800e01e015801d5f11a5f45,301981249,14,07:10.0,07:04.0,40000,44000,30,,Bad,00:00.0,3.3298149,7.133975,,13,23846.153846153848,40000,27638.46153846154,31.153846153846153,60,-9.153846154,FALSE
8a85882653e1a3e00153e1f8033b1233,301971439,7,21:09.0,19:57.0,40000,44000,30,,Good,,,,,6,20833.333333333332,30000,25200,35,60,-1.166666667,FALSE
8a8588dc536a1413015376c0e10065b2,301967466,8,48:10.0,48:04.0,30000,39000,60,,Bad,,,,,7,17142.85714285714,30000,20257.14285714286,25.714285714285715,30,-3.142857143,FALSE
8a8588fd53e2e6cf0153f0a40aa33209,301964416,8,13:14.0,13:07.0,20000,24500,30,,Good,00:00.0,4.2260932,8.1156957,,7,13571.42857142857,20000,16632.14285714286,27.857142857142858,30,11.142857142857142,FALSE
8a85893d53e2e2f30153f00df3e33622,301962974,16,45:12.0,44:05.0,40000,48000,60,,Good,,,,,15,22333.333333333332,40000,26401.666666666668,32,60,-3.933333333,FALSE
8a85896653e2e18b0153eb033c3b45fd,302003726,10,40:13.0,40:07.0,30000,34500,30,,Bad,00:00.0,3.2770964,6.5898901,,9,21111.11111111111,30000,24366.666666666668,25,30,-0.333333333,TRUE
8a8589b953d0be470153d166c59f388e,301958567,8,33:45.0,33:37.0,20000,23000,30,,Good,,,,,7,17142.85714285714,30000,20800,32.142857142857146,60,-4.857142857,FALSE
8a858e0156b782a10156d773847c2452,301968797,13,24:52.0,24:35.0,40000,44000,30,,Good,00:00.0,4.1532063,7.6237409,,12,27500,40000,31325,28.75,60,-2.833333333,FALSE
8a858e045cd5b1d6015ce34aae8e63ed,301979747,2,02:28.0,02:22.0,10000,11500,15,8a858e6f5cd5e874015ce084c86e2a87,Good,00:00.0,3.422685,6.4437749,,1,10000,10000,11500,15,15,2,TRUE
8a858e0d59bbb9050159c0c33dfe4f9d,301961075,7,30:43.0,30:37.0,30000,39000,60,,Good,00:00.0,3.2856324,6.6135403,,6,15000,20000,18383.333333333332,27.5,30,-1.166666667,FALSE
8a858e135cb22031015cbb1fe09555f4,301959907,2,12:11.0,12:06.0,10000,13000,30,,Bad,,,,,1,10000,10000,13000,30,30,-25,FALSE
8a858e1d5b2510b2015b300034ae4eef,301968933,4,34:01.0,33:54.0,20000,24500,30,,Good,00:00.0,3.2924769,6.4738709,,3,10000,10000,12500,25,30,-1.666666667,TRUE
8a858e255557edfe015573d6e4223dc8,301989044,10,50:57.0,50:44.0,40000,48000,60,,Bad,00:00.0,3.3617119,6.5076565,,9,23888.88888888889,40000,28741.666666666668,40,60,-0.888888889,TRUE
8a858e325ac154c1015ac651913761f4,301958977,2,01:31.0,00:22.0,10000,11500,15,,Bad,00:00.0,3.9068869,7.4985616,,1,10000,10000,11500,15,15,12,TRUE
8a858e36590808e3015946ced00e5b34,301998944,8,27:21.0,27:15.0,30000,39000,60,,Good,00:00.0,3.3661315,6.448118,,7,17142.85714285714,30000,19935.714285714286,21.428571428571427,30,-3.285714286,TRUE
8a858e425d5c1d76015d5fd6a1004453,302003687,2,56:35.0,56:28.0,10000,11500,15,,Good,00:00.0,3.410251,6.4491564,,1,10000,10000,11500,15,15,-5,FALSE
8a858e4b5c831f02015c839d82442fc7,301964354,2,38:14.0,38:09.0,10000,13000,30,8a858f9d5668e3f10156767e9a0f0188,Good,00:00.0,3.321422,7.1299539,,1,10000,10000,13000,30,30,-2,TRUE
8a858e585693982b01569523bc104609,301965246,12,28:31.0,28:25.0,40000,44000,30,,Good,00:00.0,3.3809387,6.4935849,,11,25454.545454545456,40000,28936.363636363636,25.90909090909091,30,-6.090909091,TRUE
8a858e5b5a80188b015a81895c596e21,301960870,4,27:24.0,27:18.0,10000,13000,30,,Good,00:00.0,3.21171,6.9180192,,3,10000,10000,12000,20,30,4.666666666666667,TRUE
8a858e655cd0642d015cd13036454516,302002145,2,48:37.0,48:29.0,10000,13000,30,,Good,,,,,1,10000,10000,13000,30,30,-5,FALSE
8a858e6a5b814a98015b81925abc298e,301973366,4,36:26.0,36:22.0,20000,24500,30,8a858fa359d61dae0159d698bf503d29,Bad,00:00.0,7.4349243,9.0259233,,3,13333.333333333334,20000,16333.333333333334,25,30,-8.333333333,TRUE
8a858e6d5b62e36f015b63142f1c30e8,301964940,5,19:32.0,19:27.0,20000,24500,30,,Bad,00:00.0,3.4354799,6.8144057,,4,12500,20000,15500,26.25,30,-6,FALSE
8a858e705668e16701567177b55b135d,301974555,13,03:29.0,03:24.0,40000,44000,30,,Good,00:00.0,3.32765,6.498891666666666,,12,26666.666666666668,40000,30825,30,30,-2.583333333,FALSE
8a858e875c63d395015c72a2984d79c5,301958958,2,36:04.0,35:58.0,10000,11500,15,8a858e335b806e4d015b807c181d101f,Bad,,,,,1,10000,10000,13000,30,30,-7,FALSE
8a858e8f5d41c974015d4529ae0f1220,301996703,2,00:53.0,00:46.0,10000,11500,15,,Good,,,,,1,10000,10000,11500,15,15,-5,FALSE
8a858e9b560bbd6301561ea184a0102d,301991804,8,13:06.0,13:00.0,10000,10750,15,,Good,00:00.0,3.3488096,6.6463647,,7,17142.85714285714,30000,19592.85714285714,19.285714285714285,30,-5.142857143,TRUE
8a858eac5ad81473015ad8f0682934f3,301996697,5,58:35.0,58:28.0,10000,13000,30,,Good,00:00.0,3.3498134,6.6054112,,4,10000,10000,12625,26.25,30,2.25,FALSE
8a858eb45c11f9e4015c159f528b19ff,301973016,2,18:19.0,18:13.0,10000,13000,30,,Good,00:00.0,3.3080397,7.1361493,,1,10000,10000,11500,15,15,-7,TRUE
8a858ec6560bc09801560d9fdd577fc5,301968491,12,54:27.0,54:22.0,40000,44000,30,,Good,00:00.0,3.2527086,6.5817606,,11,24545.454545454544,40000,28340.909090909092,28.636363636363637,30,-1.818181818,FALSE
8a858eda5c8863ff015c976326e5032d,302002846,3,50:59.0,50:52.0,10000,13000,30,,Good,00:00.0,3.5921009,6.4913326,,2,10000,10000,13000,30,30,-7,TRUE
8a858edf55ca17ba0155ca8650662602,301999984,13,04:22.0,04:16.0,40000,44000,30,,Good,00:00.0,3.5273884,6.4563602,,12,29166.666666666668,40000,33466.666666666664,31.25,60,-0.5,TRUE
8a858ee55cb156e6015cc4b89a14412a,301998867,2,15:05.0,14:59.0,10000,13000,30,,Good,,,,,1,10000,10000,13000,30,30,-10,FALSE
8a858eee58727169015873e03f24718a,301984461,15,05:07.0,04:58.0,40000,44000,30,,Good,00:00.0,3.3481798,6.7030917,,14,25714.285714285714,40000,28721.428571428572,22.5,30,-6.5,FALSE
8a858efa5c646292015c7398b96b4251,301975734,3,56:44.0,56:37.0,10000,11500,15,,Good,00:00.0,5.7113318,5.5870138,,2,10000,10000,11500,15,15,-9,FALSE
8a858f055c831d5b015c864e7426076e,301962682,2,52:43.0,52:34.0,10000,13000,30,,Good,00:00.0,7.3915108,9.0649421,,1,10000,10000,11500,15,15,-11,FALSE
8a858f0a5bf3716c015bf6a959052817,301974836,5,00:56.0,00:50.0,20000,22250,15,,Good,00:00.0,3.9086961,7.4379649,,4,12500,20000,14187.5,15,15,-3,FALSE
8a858f11594a388001595ad3f6c06395,301961303,7,01:47.0,01:43.0,10000,11500,30,,Good,00:00.0,7.1732091,4.4177358,,6,10000,10000,12841.666666666666,30,30,-0.833333333,FALSE
8a858f1d5a848d2b015a84ac9d89217c,301981421,5,38:11.0,38:04.0,20000,22250,15,,Good,00:00.0,3.4913882,6.4393645,,4,11250,15000,13171.875,18.75,30,-6.75,TRUE
8a858f275c451af5015c4f1c17f8475c,301959038,2,58:13.0,57:06.0,10000,13000,30,,Good,00:00.0,3.3398543,6.5524916,,1,10000,10000,13000,30,30,-1,TRUE
8a858f2d5853901a01586650578e325f,301983010,12,12:22.0,12:13.0,40000,44000,30,,Good,00:00.0,56.3426381,25.3519975,,11,22727.272727272728,40000,25763.636363636364,23.181818181818183,30,-4.909090909,TRUE
8a858f365b2547f3015b32c34eed3f93,301999509,3,04:32.0,03:22.0,10000,11500,15,,Good,00:00.0,3.0368301,7.0165899,,2,10000,10000,11500,15,15,7.5,TRUE
8a858f445d41ebbe015d50c105334acc,301995706,2,45:13.0,45:07.0,10000,11500,15,,Good,00:00.0,3.2148502,6.538267,,1,10000,10000,13000,30,30,-22,FALSE
8a858f505c7e3a50015c8186327f1fc8,301960952,2,15:10.0,15:04.0,10000,13000,30,8a858fc55b2548dd015b286e452c678c,Good,00:00.0,3.3592282,6.6060301,,1,10000,10000,13000,30,30,-8,TRUE
8a858f5d5963fbb701596945e671298c,301998600,11,39:20.0,39:13.0,40000,44000,30,,Good,00:00.0,3.3179602,6.5129674,,10,21000,30000,24250,24,60,-5.7,TRUE
8a858f61560bc0e501560fb03225566a,301996291,5,47:47.0,47:42.0,20000,22250,15,,Good,00:00.0,6.7432104,6.1923099,,4,15000,20000,17812.5,22.5,30,-6.25,FALSE
8a858f665c45930d015c50b87343345d,301991292,2,30:34.0,30:27.0,10000,13000,30,,Bad,00:00.0,3.5182035,6.6497262,,1,10000,10000,13000,30,30,0,TRUE
8a858f735b437619015b437bf3d30bdc,301978422,3,08:22.0,07:13.0,10000,11500,15,,Bad,00:00.0,3.3068742,6.6691838,,2,10000,10000,11500,15,15,-2,TRUE
8a858f7e5c213ef4015c238dcbe76144,301975920,3,52:30.0,52:23.0,10000,11500,15,,Good,00:00.0,5.6326202,6.3400136,,2,10000,10000,12250,22.5,30,0,TRUE
8a858f885adcf4e8015ae0574e911902,301981559,7,43:35.0,43:28.0,20000,21500,15,,Good,00:00.0,4.827275,7.114615,,6,11666.666666666666,15000,13697.916666666666,20,30,-8.333333333,TRUE
8a858f905c17123d015c177eb04038e4,301992736,3,42:08.0,42:00.0,10000,13000,30,,Bad,00:00.0,7.3734343,9.1435277,,2,10000,10000,13000,30,30,2,FALSE
8a858f9c56aaf37d0156b726935e2616,301993694,13,49:16.0,49:02.0,40000,44000,30,,Bad,00:00.0,3.3048549,6.4615473,,12,24166.666666666668,40000,28016.666666666668,30,30,-5.583333333,TRUE
8a858fa257d8223c0157d8a5a7197d2b,301990786,9,52:38.0,52:31.0,30000,34500,30,,Good,00:00.0,4.5219988,8.4724116,,8,16250,30000,18840.625,22.5,30,-2.5,TRUE
8a858fa5552add5d0155536bd49343f9,301976247,22,25:06.0,24:59.0,60000,62700,30,,Good,,,,,21,22142.85714285714,60000,24110.714285714286,21.428571428571427,60,-8.857142857,FALSE
8a858fae5b49223f015b49381b57146a,301967761,8,02:19.0,02:05.0,30000,34500,30,,Good,00:00.0,7.5224273,9.0498024,,7,14285.714285714286,30000,16535.714285714286,19.285714285714285,30,-8.571428571,TRUE
8a858fb45bb59c21015bc2f6ab2a4b54,302002263,4,21:25.0,21:18.0,10000,13000,30,8a858f7a5b39a003015b39ca67ab2efb,Good,00:00.0,6.970669,4.8775619,,3,10000,10000,12833.333333333334,30,30,-2.333333333,TRUE
8a858f0656b7820c0156bb6119ef0adc,301963717,11,49:00.0,48:54.0,40000,44000,30,,Good,00:00.0,3.4580687,6.4303154,,10,26000,40000,31780,46.5,60,-0.8,TRUE
8a858f0e5a6171ba015a664da9bd5b28,301993266,2,19:48.0,19:40.0,10000,13000,30,,Bad,00:00.0,7.2651172,9.1144497,,1,10000,10000,13000,30,30,13,TRUE
8a858f1e5cc4bc81015cc52a8b01416f,302001044,2,36:33.0,36:26.0,10000,13000,30,,Good,00:00.0,3.3497045,6.6177577,,1,10000,10000,13000,30,30,-5,TRUE
8a858f275c451af5015c5882b88104e6,301958685,2,53:51.0,53:44.0,10000,13000,30,,Good,00:00.0,7.4525519,9.0146773,,1,10000,10000,13000,30,30,-3,TRUE
8a858f2e5c699f3a015c6e10b65607c9,301980073,2,14:01.0,13:54.0,10000,13000,30,,Bad,,,,,1,10000,10000,13000,30,30,-3,FALSE
8a858f335cea21f8015cea235c6500bf,301997414,2,20:40.0,20:32.0,10000,13000,30,,Good,00:00.0,3.3416398,6.518837,,1,10000,10000,13000,30,30,-3,TRUE
8a858f3b59eed4f10159ef24ce33295f,301966913,4,12:25.0,12:19.0,20000,24500,30,,Good,,,,,3,10000,10000,12500,25,30,0.6666666666666666,FALSE
8a858f475b5e370c015b609c69cd4c30,301987252,2,54:38.0,54:24.0,10000,13000,30,,Good,00:00.0,3.3335369,7.130435,,1,10000,10000,13000,30,30,-1,TRUE
8a858f545c887b44015c889b346f1575,301966761,2,23:58.0,23:52.0,10000,13000,30,8a858e3d5c3b5122015c43f776bd4a3a,Good,,,,,1,10000,10000,13000,30,30,-4,FALSE
8a858f585a6a60cc015a6a8d08ab1e9e,301961034,7,07:00.0,06:56.0,30000,34500,30,,Good,00:00.0,5.2150865,7.2534991,,6,15000,20000,17883.333333333332,22.5,30,-3.166666667,TRUE
8a858f5e5bedf32a015bef9e533d6df6,301969451,2,34:29.0,34:22.0,10000,13000,30,,Good,00:00.0,3.3261429,6.5169079,,1,10000,10000,13000,30,30,0,TRUE
8a858f615aa951e2015aa957a59f07db,301958511,7,40:07.0,39:00.0,30000,34500,30,,Bad,00:00.0,3.8608847,7.3712861,,6,18333.333333333332,30000,20900,20,30,-4.666666667,TRUE
8a858f725b49c0c0015b4d09b3876961,302002220,3,49:37.0,49:30.0,20000,24500,30,,Good,00:00.0,5.6738989,5.8971187,,2,10000,10000,13000,30,30,-6,TRUE
8a858f79588789bd0158956c710947b1,301980551,7,19:43.0,19:37.0,15000,16687.5,15,,Good,00:00.0,6.3331693,4.9476346,,6,10833.333333333334,15000,13141.666666666666,22.5,30,1.8333333333333333,TRUE
8a858f855b626c00015b6299c72131ae,301972619,7,12:14.0,12:06.0,30000,34500,30,8a858fd35b5dfefb015b5f002aa050a3,Good,00:00.0,3.9542096,7.3911236,,6,15000,20000,16875,15,15,-0.833333333,FALSE
8a858f8f5bfd3cfa015c0cb3fc9139b2,301977255,3,16:32.0,16:25.0,10000,13000,30,,Good,00:00.0,7.4405391,10.4823786,,2,10000,10000,13000,30,30,-1.5,TRUE
8a858f97594ab63d015978ba1184389f,301982296,2,42:56.0,42:50.0,10000,11500,15,,Good,00:00.0,4.5171601,8.4654047,,1,10000,10000,11500,15,15,-11,TRUE
8a858f9d5bd44001015bd4bd9c2e2f04,301999416,3,57:29.0,57:22.0,10000,13000,30,,Good,00:00.0,5.6315017,6.3676265,,2,10000,10000,12250,22.5,30,0.5,FALSE
8a858fa358d4a4d80158ee50ccb46401,301977340,8,55:56.0,55:49.0,30000,34500,30,,Good,00:00.0,3.900075,7.401491666666668,,7,17142.85714285714,30000,20800,30,30,-0.714285714,FALSE
8a858faf55d95d930155f2801baa36e7,301965289,10,51:04.0,50:59.0,30000,39000,60,,Good,00:00.0,3.45199,6.820936666666667,,9,17222.222222222223,30000,21004.166666666668,31.666666666666668,60,-5.777777778,FALSE
8a858fb05d37685a015d3b62a3ec64ef,301986895,2,35:56.0,35:50.0,10000,11500,15,,Good,00:00.0,7.400596,9.1281608,,1,10000,10000,11500,15,15,-13,TRUE
8a858fb959976ce0015998f0a628583b,301993358,8,03:55.0,03:47.0,30000,34500,30,,Good,00:00.0,3.3544779,6.6730132,,7,17142.85714285714,30000,20800,27.857142857142858,60,-0.285714286,TRUE
8a858fc159db69c40159dbabde1a2167,301975609,7,39:16.0,39:09.0,30000,39000,60,,Good,00:00.0,3.3267724,6.4746465,,6,15000,20000,17883.333333333332,22.5,30,-9,TRUE
8a858fc75cd62882015ceb58d8344b47,301975359,3,43:36.0,43:29.0,10000,11500,15,,Good,00:00.0,3.3737943,6.5338429,,2,10000,10000,12250,22.5,30,-16.5,FALSE
8a858fcf5591c5cf015593299cf75a49,301993928,4,51:02.0,50:56.0,10000,13000,30,,Bad,00:00.0,3.317033,6.6317567,,3,10000,10000,13000,30,30,6.333333333333333,FALSE
8a858fd35b5dfefb015b5e006c1300fe,301996420,3,29:11.0,28:00.0,10000,13000,30,,Good,00:00.0,3.3628632,6.5611885,,2,10000,10000,13000,30,30,0,TRUE
8a858fd75bb62bbe015bc4d0514c622f,301976405,4,17:40.0,17:34.0,20000,24500,30,,Good,00:00.0,3.9325431,7.4135671,,3,10000,10000,12833.333333333334,30,30,-6.666666667,FALSE
8a858fde56eb02280156ff597b3933b2,301963493,7,26:16.0,26:11.0,10000,13000,30,,Good,00:00.0,7.386339,9.2444268,,6,10000,10000,13000,30,30,3.1666666666666665,FALSE
8a858fea5cc644ae015cc67ece482b6e,301984748,2,31:41.0,31:34.0,10000,11500,15,,Bad,00:00.0,3.3444014,6.6000522,,1,10000,10000,11500,15,15,0,TRUE
8a858fee5d1878f4015d1884ac060cde,301993499,2,25:30.0,25:23.0,10000,11500,15,,Good,00:00.0,5.4363441,7.2703948,,1,10000,10000,13000,30,30,-14,TRUE
8a858ff35acdd593015acddc6c7203de,301972945,5,38:45.0,37:39.0,20000,24500,30,,Good,,,,,4,10000,10000,11406.25,15,15,-3.75,FALSE
8a858ffb5b350b52015b386112da4435,301967137,4,13:09.0,12:56.0,10000,12250,30,,Good,00:00.0,7.5989326,9.042188,,3,10000,10000,13000,30,30,-5.666666667,TRUE
8a85889b53acd0a20153b21f8fc43a12,301999770,3,30:23.0,30:16.0,10000,13000,30,,Bad,,,,,2,10000,10000,13000,30,30,0,FALSE
8a858e1e5b1fc4ad015b1ff96614226a,301989669,7,56:57.0,56:50.0,20000,22250,15,,Bad,00:00.0,3.2855669,6.6081703,,6,15000,20000,16875,15,15,-3.166666667,TRUE
8a858e585693982b015698da71ca5342,302002091,10,05:58.0,05:51.0,10000,11500,15,,Bad,,,,,9,10000,10000,12000,20,30,6.888888888888889,FALSE
8a858e875c63d395015c69acee7b23e5,301970003,2,31:31.0,31:25.0,10000,13000,30,8a858f0f5bfd79d2015c0c2370d436a1,Bad,00:00.0,3.2943914,6.7186856,,1,10000,10000,13000,30,30,1,TRUE
8a858ec65cc6352b015cc9e4d1a71bf1,302003125,2,37:13.0,37:06.0,10000,13000,30,,Bad,,,,,1,10000,10000,13000,30,30,9,FALSE
8a858f065b1fe50a015b20ca1b6776de,301982531,7,10:58.0,09:47.0,30000,34500,30,,Bad,,,,,6,14166.666666666666,20000,16604.166666666668,20,30,-5.666666667,FALSE
8a858f305c8dd672015c9665d0c0122b,301971918,2,55:52.0,55:46.0,10000,13000,30,8a858e935b496584015b4a2c3e973ad3,Bad,,,,,1,10000,10000,13000,30,30,-1,FALSE
8a858fa95c695f85015c779c6bb8403d,301975524,2,27:56.0,27:49.0,10000,11500,15,,Bad,00:00.0,6.7042028,6.2385599,,1,10000,10000,11500,15,15,-2,TRUE
8a858fe55656a93801565f38ead003e0,301963039,8,13:36.0,13:31.0,20000,24500,30,,Bad,00:00.0,7.4666546,9.0584171,,7,16428.571428571428,20000,19553.571428571428,25.714285714285715,30,-3.142857143,FALSE
8a85882653bc51f50153c1b4a0127f64,301993603,3,06:11.0,05:56.0,10000,13000,30,,Good,,,,,2,10000,10000,13000,30,30,15.5,FALSE
8a8588fd53e054170153e174e0b258ba,301993368,8,08:55.0,08:46.0,40000,44000,30,,Good,00:00.0,3.4051083,6.4462193,,7,21428.571428571428,40000,24857.14285714286,30,60,6.428571428571429,TRUE
8a85892854be331a0154c82ebaa37440,301968642,10,24:36.0,24:30.0,40000,44000,30,,Good,00:00.0,7.4528411,9.0667255,,9,26666.666666666668,40000,30611.11111111111,30,30,-8.777777778,TRUE
