,customerid,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,birthdate,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,systemloanid_count,loanamount_mean,loanamount_max,totaldue_mean,termdays_mean,termdays_max,repayment_delay_mean
313,8a858ed25baac424015baaeed0191571,301984491,5,20:51.0,20:44.0,20000,22250.0,15,Unknown,,,,,,,,,4.0,12500.0,20000.0,14562.5,18.75,30.0,-4.75
314,8a858fbd5cd6054a015cda2ad0aa086d,301993621,2,12:31.0,12:24.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
315,8a858899538ddb8e01539adc8fa174ee,301984195,8,23:19.0,23:12.0,20000,24500.0,30,Unknown,,,,,,,,,7.0,15714.285714285714,30000.0,18050.0,21.428571428571427,30.0,-1.7142857142857142
316,8a85895354a059690154b8fdd9a57ed1,301959655,13,18:20.0,18:13.0,50000,57500.0,90,Unknown,,,,,,,,,12.0,23750.0,40000.0,28172.916666666668,36.25,60.0,-5.916666666666667
317,8a858e0359bb64590159c00194e641f9,301998014,7,02:26.0,02:19.0,20000,23000.0,30,Unknown,,,,,,,,,6.0,15000.0,20000.0,18633.333333333332,30.0,30.0,-4.0
318,8a858e1d5cd58f9e015ce109b14c577e,301963079,2,31:23.0,31:18.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-6.0
319,8a858e2959d14bd70159d4bc25587344,301960624,10,31:43.0,31:38.0,30000,34500.0,30,Unknown,,,,,,,,,9.0,17777.777777777777,30000.0,20511.11111111111,21.666666666666668,30.0,-6.111111111111111
320,8a858e475c127bce015c169071077ceb,301996947,2,09:29.0,09:21.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,17.0
321,8a858e69566ae5b8015690272e3553fa,301962017,10,52:07.0,51:02.0,40000,48000.0,60,Unknown,1963-11-27 00:00:00.000000,Other,3.9143303,7.481003,Access Bank,Unknown,Self-Employed,Unknown,9.0,25555.555555555555,40000.0,30611.11111111111,40.0,60.0,-1.0
322,8a858e725c3ae262015c3e97e63a2b2b,302003943,2,43:16.0,43:09.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,3.0
323,8a858e875b1f7615015b1f9105b418af,301964219,5,37:27.0,37:14.0,20000,22250.0,15,Unknown,,,,,,,,,4.0,10000.0,10000.0,11500.0,15.0,15.0,1.0
324,8a858ea555d9e6020155ed7936d6469b,302003876,10,38:51.0,38:44.0,40000,48000.0,60,Unknown,,,,,,,,,9.0,20000.0,30000.0,24522.222222222223,36.666666666666664,60.0,-5.444444444444445
325,8a858eda552adcc201555d5b88396bcf,301993601,4,05:58.0,05:44.0,20000,24500.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-3.5
326,8a858ef05c63d3b5015c6493de755e63,301968369,2,07:19.0,07:12.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
327,8a858f0455d9feaf0155e3e801326320,301969284,8,15:31.0,15:25.0,30000,39000.0,60,Unknown,,,,,,,,,7.0,16428.571428571428,30000.0,19550.0,27.857142857142858,30.0,-3.0
328,8a858f1955b1c4df0155c19feb017f89,301981481,12,04:19.0,04:14.0,40000,44000.0,30,Unknown,,,,,,,,,11.0,20000.0,40000.0,23318.18181818182,30.0,30.0,-11.636363636363637
329,8a858f275c451af5015c5384d0fb5ec0,301959843,4,57:52.0,57:45.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,11500.0,15.0,15.0,-4.666666666666667
330,8a858f495beda5ee015bee2f3c4e51d7,301973290,3,52:38.0,52:33.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,0.5
331,8a858f6b570f2de901572981cca506b5,301983144,7,32:26.0,32:19.0,30000,34500.0,30,Unknown,1978-09-25 00:00:00.000000,Other,3.3459322,6.5987991,GT Bank,Unknown,Permanent,Unknown,6.0,15000.0,20000.0,17391.666666666668,22.5,30.0,-3.3333333333333335
332,8a858f935b8753e6015b8a360b650064,301982232,3,13:36.0,13:30.0,10000,11125.0,15,Unknown,1990-06-04 00:00:00.000000,Savings,3.3672917,6.5224183,First Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,11500.0,15.0,15.0,-8.5
333,8a858f9f5679951a015689f8cbab66c5,301982794,3,14:00.0,13:52.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,4.0
334,8a858fab5cd5e1a7015cdeddd8590ea3,301997408,2,17:00.0,16:53.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
335,8a858fc45c5f93be015c63842ca27543,301975274,2,16:44.0,16:37.0,10000,13000.0,30,Unknown,1989-05-07 00:00:00.000000,Savings,7.5963434,9.0260529,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
336,8a858fed5a36fe62015a37705cbb3aaf,301992880,8,48:30.0,48:23.0,30000,39000.0,60,Unknown,,,,,,,,,7.0,17142.85714285714,30000.0,20364.285714285714,25.714285714285715,30.0,-3.2857142857142856
337,8a85893d53e2e2f30153ef9dfaf4133e,301980452,4,07:53.0,07:46.0,10000,13000.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,12000.0,20.0,30.0,15.666666666666666
338,8a858e6458625423015866b8e3c20576,301963835,6,00:55.0,00:10.0,10000,11500.0,15,Unknown,,,,,,,,,5.0,10000.0,10000.0,12400.0,27.0,30.0,15.6
339,8a858f5c5bfc7082015bfcd94a2848c3,301978851,2,24:49.0,24:42.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
340,8a85886f54517ee001547fa349f870cd,301966584,3,54:08.0,53:59.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-2.0
341,8a858966538deb190153957484683e67,301964603,18,59:33.0,59:27.0,60000,65400.0,60,Unknown,,,,,,,,,17.0,33529.41176470588,50000.0,37823.529411764706,39.705882352941174,90.0,-9.941176470588236
342,8a858e035693e0290156b7095c00491c,301965307,5,00:56.0,00:51.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,11250.0,15000.0,13950.0,26.25,30.0,-1.0
343,8a858e345bd96da8015be325004232e3,301997191,4,20:43.0,20:36.0,15000,18375.0,30,Unknown,1980-03-05 00:00:00.000000,Savings,8.513079,12.4236435,Unity Bank,Unknown,Permanent,Unknown,3.0,10000.0,10000.0,12500.0,25.0,30.0,-7.666666666666667
344,8a858e655a047d1a015a12f9d9eb5b9c,301960914,3,54:00.0,53:52.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-9.5
345,8a858e6c5c88d145015ca0b1c8b17bd8,301990194,2,12:09.0,12:01.0,10000,11500.0,15,Unknown,1979-07-21 00:00:00.000000,Savings,3.2458889,6.5583566,GT Bank,Unknown,Unknown,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,4.0
346,8a858e905a8fc7af015a903b5fb63073,301994064,6,13:27.0,13:14.0,10000,13000.0,30,Unknown,1984-08-17 00:00:00.000000,Savings,3.9203386,7.448126,First Bank,Unknown,Unknown,Unknown,5.0,14000.0,20000.0,16860.0,24.0,30.0,-0.6
347,8a858eac5ad81473015adb8fd64e2636,301999962,3,51:23.0,50:13.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,11500.0,15.0,15.0,3.0
348,8a858eb85cef9327015cf3a643af0628,301983199,2,12:31.0,12:24.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-6.0
349,8a858ece5d1e42c3015d25eb4ac011d9,301993194,2,48:20.0,48:12.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-5.0
350,8a858ee55cb156e6015cbb32a2cf1f7b,301991173,2,23:54.0,23:46.0,10000,13000.0,30,8a858e785c8d9167015c9ca2b58043c6,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-10.0
351,8a858f1554e294490154fce5bc2f6140,302000476,5,35:57.0,35:46.0,30000,34500.0,30,Unknown,,,,,,,,,4.0,17500.0,30000.0,20500.0,22.5,30.0,-3.0
352,8a858f305c8dd672015c9cc94b4c2adb,301997505,3,19:10.0,19:02.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-2.0
353,8a858f3e58b4ff1a0158b63d1df0021c,301972832,2,31:55.0,30:44.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
354,8a858f585cf9d48b015cfa156a9024ea,301980245,2,17:58.0,17:51.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-3.0
355,8a858f725b49c0c0015b501c78d85002,301960946,2,12:17.0,12:11.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
356,8a858f935760a6180157656412854b07,301974020,7,19:53.0,19:46.0,10000,13000.0,30,Unknown,,,,,,,,,6.0,10000.0,10000.0,12250.0,22.5,30.0,2.1666666666666665
357,8a858faf5679a8380156906a01984117,301971562,3,34:22.0,33:10.0,20000,24500.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-13.5
358,8a858fb95bd896cc015bd8a775a70c54,301977193,3,46:36.0,46:29.0,10000,13000.0,30,Unknown,1974-08-13 00:00:00.000000,Savings,3.9102711,7.4123478,First Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,13000.0,30.0,30.0,-5.5
359,8a858fd05bfd7d3c015c081e057151ea,301968641,3,23:07.0,23:02.0,20000,24500.0,30,8a858e9d5bfd7037015c06f58e721319,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-0.5
360,8a858fe8555f401f01555f4577350080,301973019,10,20:13.0,19:03.0,30000,34500.0,30,Unknown,,,,,,,,,9.0,20000.0,30000.0,23255.555555555555,25.0,30.0,-2.888888888888889
361,8a858f0a5bf3716c015bf74ec5a60dc8,301998192,2,09:37.0,09:30.0,10000,13000.0,30,8a8589a453bc422d0153cb3981c01550,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,7.0
362,8a8588ae53f1cb7c015405113ce7447d,301994873,4,31:55.0,31:45.0,30000,39000.0,60,Unknown,,,,,,,,,3.0,11666.666666666666,15000.0,14791.666666666666,30.0,30.0,-17.0
363,8a8589595384a853015399b541617655,301972720,2,14:57.0,13:46.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,2.0
364,8a858e0156b782a10156c6ed04d7049c,301997061,2,09:24.0,08:11.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-1.0
365,8a858e135c7e2eec015c81e0d3d1325d,301993756,2,23:50.0,23:43.0,10000,13000.0,30,8a858ed75bb64559015bc473d5394709,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
366,8a858e345bd96da8015bdaa8f56d42c1,301987824,2,45:46.0,45:38.0,10000,13000.0,30,8a858e1c5bab1191015bac254ab14ebb,1992-06-19 00:00:00.000000,Savings,3.2369265,6.6874106,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,-2.0
367,8a858e445cd56553015ce203566b4ea7,301987329,2,33:49.0,33:41.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-15.0
368,8a858e6a5cc6b1aa015cc90e451e31e0,301968720,2,06:20.0,06:14.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-3.0
369,8a858e725cf420fd015cf437db121438,301975129,2,55:21.0,55:14.0,10000,11500.0,15,8a858f335cea21f8015ceded5d1605a3,1986-02-02 00:00:00.000000,Savings,3.2416077,6.5993696,GT Bank,Unknown,Unknown,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,-6.0
370,8a858e945bfdb9e7015c02e0fdb0488b,302001606,5,24:54.0,24:47.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,12500.0,20000.0,14750.0,18.75,30.0,-3.0
371,8a858ebb5adce699015ae2ee1d0c334d,301974689,7,26:08.0,25:02.0,20000,22250.0,15,Unknown,,,,,,,,,6.0,15000.0,20000.0,16875.0,15.0,15.0,0.6666666666666666
372,8a858ed45c454c11015c520ab8602f15,301964014,2,36:24.0,36:19.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
373,8a858ee758b4c54a0158b7b47c784cda,301986271,11,46:14.0,46:06.0,40000,44000.0,30,Unknown,1993-08-27 00:00:00.000000,Savings,3.8828803,7.3844556,Diamond Bank,Unknown,Student,Unknown,10.0,20500.0,35000.0,24180.0,31.5,60.0,-6.4
374,8a858f005cc5df15015cc5eb75d00970,301982163,2,43:00.0,42:52.0,10000,11500.0,15,Unknown,1981-10-19 00:00:00.000000,Savings,3.3609374,6.5810997,Stanbic IBTC,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-8.0
375,8a858f185b390ca6015b3911a4b90979,301981975,5,13:08.0,11:56.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,12500.0,20000.0,15125.0,22.5,30.0,-0.25
376,8a858f2a5b3f2121015b3f2e1a5c1277,301961408,3,23:48.0,23:43.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,0.5
377,8a858f3b5c1c5a08015c1c6897ac062b,301983697,3,17:34.0,17:25.0,15000,18375.0,30,Unknown,1987-07-11 00:00:00.000000,Savings,3.3529033,6.5290479,First Bank,Unknown,Permanent,Unknown,2.0,10000.0,10000.0,12250.0,22.5,30.0,-4.5
378,8a858f5f5a83e8dc015a847ab68a5a08,301985235,6,37:03.0,36:56.0,30000,34500.0,30,Unknown,,,,,,,,,5.0,18000.0,30000.0,22560.0,36.0,60.0,-10.6
379,8a858f7d5578012a0155827e94874386,301997009,12,39:31.0,38:19.0,40000,48000.0,60,Unknown,,,,,,,,,11.0,21818.18181818182,40000.0,25709.090909090908,31.363636363636363,60.0,-3.090909090909091
380,8a858fab5cd5e1a7015cd9c3b9ae0f29,302002051,2,39:20.0,39:11.0,10000,12500.0,30,Unknown,1981-12-25 00:00:00.000000,Savings,7.4351465,8.990004,Zenith Bank,Unknown,Unknown,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,-5.0
381,8a858fca5c35df2c015c35e501f203d3,301977862,3,26:21.0,26:14.0,10000,13000.0,30,8a858eb75c21a2b9015c300ec2d16eee,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-4.5
382,8a858fd858e2f19a0158f2bf8b501085,301993362,8,05:52.0,05:46.0,30000,34500.0,30,Unknown,,,,,,,,,7.0,18571.428571428572,30000.0,22228.571428571428,30.0,30.0,0.0
383,8a858fef5cd5636a015cd5a5659e2656,301992067,2,49:18.0,49:10.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-1.0
384,8a858e865c1b00d9015c1b4a546d2814,301976627,2,25:57.0,25:50.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,11.0
385,8a858f185ab8e4e5015abd46660a35ef,301978626,3,16:45.0,15:36.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,5.5
386,8a858fc15b68ba6a015b72f1c66205da,301992335,3,28:11.0,28:05.0,10000,13000.0,30,8a858ee45b39aa80015b3b1a1d600f18,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,1.5
387,8a85888c54a05b820154a41ad90c504c,301981513,3,24:50.0,23:38.0,15000,18375.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,11500.0,15.0,15.0,5.5
388,8a8588fd53c244bc0153c62ea7c404ee,301977522,13,32:55.0,32:47.0,40000,48000.0,60,Unknown,,,,,,,,,12.0,21666.666666666668,30000.0,26166.666666666668,35.0,60.0,-1.9166666666666667
389,8a8589d754be350e0154bea33f411c02,301969362,4,20:02.0,19:57.0,10000,13000.0,30,Unknown,1989-04-23 00:00:00.000000,Other,3.9651958,7.4172515,Stanbic IBTC,Unknown,Permanent,Graduate,3.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
390,8a858e235bd971a4015bd984429906d5,301978156,4,34:17.0,34:11.0,10000,11500.0,15,Unknown,1979-08-27 00:00:00.000000,Savings,3.2600913,6.5090153,GT Bank,Unknown,Permanent,Unknown,3.0,10000.0,10000.0,11500.0,15.0,15.0,4.666666666666667
391,8a858e2d5bb55d46015bc56e31b02869,301966142,10,08:58.0,08:51.0,30000,34500.0,30,Unknown,,,,,,,,,9.0,16666.666666666668,30000.0,18791.666666666668,16.666666666666668,30.0,-11.666666666666666
392,8a858e515b38f839015b39083e321384,301998054,5,20:43.0,19:32.0,30000,39000.0,60,Unknown,1991-02-20 00:00:00.000000,Savings,3.3508252,6.6042655,GT Bank,Unknown,Permanent,Unknown,4.0,15000.0,20000.0,18750.0,30.0,30.0,-4.75
393,8a858e6d58b0cc520158c8d1f12252d4,301972470,5,09:04.0,07:54.0,10000,13000.0,30,Unknown,,,,,,,,,4.0,10000.0,10000.0,13000.0,30.0,30.0,5.25
394,8a858e9b562dc74801562f4b84e3106d,301973956,12,00:08.0,00:01.0,50000,57500.0,90,Unknown,,,,,,,,,11.0,26909.090909090908,50000.0,31940.909090909092,45.0,90.0,-6.545454545454546
395,8a858eba5b681df4015b70b3ca8b0f4c,301999512,5,08:03.0,06:54.0,10000,13000.0,30,8a858edd56236fc80156292de3c740f6,,,,,,,,,4.0,10000.0,10000.0,12250.0,22.5,30.0,1.25
396,8a858ede57f78f520157fcfdcb4f1091,301994106,9,32:58.0,32:52.0,40000,48000.0,60,Unknown,,,,,,,,,8.0,19375.0,40000.0,23387.5,35.625,60.0,-5.875
397,8a858ef85cf9e152015d08e74fc66452,302000774,2,07:50.0,07:43.0,10000,11500.0,15,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
398,8a858f055d0e3d8c015d0fecbb167722,301965084,2,45:30.0,45:24.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,-15.0
399,8a858f255cb1710a015cc3e7f142101c,301999716,2,25:25.0,25:19.0,10000,13000.0,30,Unknown,1989-07-02 00:00:00.000000,Savings,7.5117872,5.5244772,Fidelity Bank,Unknown,Unknown,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,-4.0
400,8a858f3659f9d6dc0159fa2cafe23cc9,301965379,4,53:34.0,53:29.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-2.0
401,8a858f4f5b66de3a015b66fc83c61902,301968318,2,24:01.0,23:54.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,4.0
402,8a858f7d5ab3ca4b015ab769621b5811,301986318,5,15:32.0,15:20.0,20000,22250.0,15,Unknown,,,,,,,,,4.0,15000.0,20000.0,18000.0,22.5,30.0,-2.5
403,8a858fab5cd5e1a7015cde28b9f37db3,301996175,2,14:00.0,13:52.0,10000,13000.0,30,Unknown,1983-08-18 00:00:00.000000,Savings,6.3357049,4.9351725,Diamond Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
404,8a858fc55b2fde30015b300d85e20ef2,301959063,10,19:11.0,19:04.0,40000,44000.0,30,Unknown,,,,,,,,,9.0,16666.666666666668,30000.0,19283.333333333332,21.666666666666668,60.0,-14.777777777777779
405,8a858fea5751aefe015752a1053b569f,301973238,11,27:15.0,26:09.0,40000,44000.0,30,Unknown,,,,,,,,,10.0,21000.0,30000.0,24820.0,30.0,30.0,-2.8
406,8aaae7a74400b28201441c8b62514150,302001482,4,20:06.0,19:57.0,10000,13000.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,12500.0,25.0,30.0,-0.6666666666666666
407,8a858f305c8dd672015c9439eb1c6964,301985530,2,29:20.0,29:14.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,0.0
408,8a858ffa55ca72a50155d49947914143,301998864,6,13:07.0,13:02.0,10000,13000.0,30,Unknown,1990-01-05 00:00:00.000000,Other,3.3933293,7.138554,UBA,Unknown,Permanent,Post-Graduate,5.0,10000.0,10000.0,12700.0,27.0,30.0,4.0
409,8a8588dd54be35520154c60d7af90d99,301977248,7,16:04.0,14:52.0,10000,13000.0,30,Unknown,,,,,,,,,6.0,10000.0,10000.0,13000.0,30.0,30.0,2.0
410,8a8589d754a05c0a0154a492f1746b13,302000248,2,36:00.0,34:49.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,1.0
411,8a858e1c5bab1191015bb3064eba3de3,301997902,4,27:05.0,26:59.0,20000,24500.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,13000.0,30.0,30.0,-2.0
412,8a858e3654e2a8240154e86636f673f8,301983176,4,51:02.0,50:50.0,10000,13000.0,30,Unknown,,,,,,,,,3.0,10000.0,10000.0,12500.0,25.0,30.0,-3.3333333333333335
413,8a858e4b5a94ae68015aa2b2bc5941b4,301992914,6,12:34.0,12:28.0,20000,24500.0,30,Unknown,1988-06-25 00:00:00.000000,Savings,3.3672242,6.5669041,Stanbic IBTC,Unknown,Permanent,Unknown,5.0,14000.0,20000.0,17600.0,30.0,30.0,-5.0
414,8a858e69566ae5b801568fe0bb8a4fd0,301966058,16,23:52.0,23:47.0,50000,52500.0,30,Unknown,1989-03-26 00:00:00.000000,Other,3.6048439,6.4774154,GT Bank,Unknown,Self-Employed,Unknown,15.0,29000.0,40000.0,32440.0,25.0,60.0,-2.533333333333333
415,8a858e795b204ffc015b20af599b1c15,301968781,2,12:01.0,11:44.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,13.0
416,8a858e9d5bfd7037015bfd9fe4ec0ed7,302001108,2,15:38.0,14:30.0,10000,11500.0,15,8a858e6a5b814a98015b81925abc298e,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-16.0
417,8a858ebd5b254c8b015b25ac90581db3,301967559,5,00:57.0,00:43.0,20000,24500.0,30,Unknown,,,,,,,,,4.0,12500.0,20000.0,15500.0,26.25,30.0,-5.0
418,8a858ec559dbb41a0159df903f87302e,301968027,7,03:01.0,02:55.0,10000,13000.0,30,Unknown,,,,,,,,,6.0,10000.0,10000.0,12000.0,20.0,30.0,3.1666666666666665
419,8a858ed95cc5bd6b015cc5e4371b13ee,302002126,3,33:41.0,33:34.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-11.5
420,8a85887d53675f4f015379a44783264e,301961449,14,34:36.0,33:31.0,40000,44000.0,30,Unknown,,,,,,,,,13.0,23076.923076923078,40000.0,26919.23076923077,32.30769230769231,60.0,-0.6923076923076923
421,8a858957536752f3015375ad08686045,301969582,17,34:19.0,34:10.0,40000,44000.0,30,Unknown,,,,,,,,,16.0,24062.5,40000.0,28040.625,31.875,60.0,-6.75
422,8a8589f35451855401545c6aab952f7d,301981907,5,37:09.0,37:03.0,25000,28750.0,30,Unknown,1974-11-27 00:00:00.000000,Savings,3.6054769,6.5040207,First Bank,Unknown,Permanent,Unknown,4.0,16250.0,25000.0,19812.5,30.0,30.0,0.0
423,8a858e165a47b2fd015a47ba957b0591,301982209,3,01:04.0,00:57.0,10000,11500.0,15,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,20.5
424,8a858e2d5bb55d46015bc34c011f3c7e,301972128,2,46:16.0,46:09.0,10000,13000.0,30,8a858fd3552c756201553f67a27117ef,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,-2.0
425,8a858e495d1e235c015d2cab67f045eb,301990441,2,09:56.0,09:49.0,10000,11500.0,15,Unknown,1980-05-06 00:00:00.000000,Current,3.421357,6.4421236,GT Bank,Unknown,Permanent,Unknown,1.0,10000.0,10000.0,11500.0,15.0,15.0,-4.0
426,8a858e6a5bfd4b54015bfd6f35f40fb2,302000400,4,59:17.0,59:10.0,20000,22250.0,15,8a858fad5bf85d5e015bfc134e14592f,,,,,,,,,3.0,10000.0,10000.0,11500.0,15.0,15.0,-5.333333333333333
427,8a858e8e59bbadf50159c0b7158944e0,301992091,7,07:43.0,07:36.0,10000,13000.0,30,Unknown,,,,,,,,,6.0,13333.333333333334,20000.0,16600.0,30.0,30.0,-0.8333333333333334
428,8a858e995bfc46c6015bfcda377e4b6e,301961143,3,13:53.0,13:47.0,10000,13000.0,30,8a858f615578136301557e762f974b9f,,,,,,,,,2.0,10000.0,10000.0,11500.0,15.0,15.0,-1.0
429,8a858eb4588604f70158863ec5720ce8,301959621,5,53:24.0,53:18.0,10000,13000.0,30,Unknown,1982-01-19 00:00:00.000000,Savings,4.0744317,7.4717833,First Bank,Unknown,Permanent,Unknown,4.0,10000.0,10000.0,13000.0,30.0,30.0,-0.5
430,8a858ed45c454c11015c45bcf57039dc,301982453,3,18:54.0,18:47.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,12250.0,22.5,30.0,-2.5
431,8a858efa5b444739015b44d221873c11,301967220,3,56:20.0,56:15.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-0.5
432,8a858f0d5a859ac0015a859b8f0c0095,302000361,9,34:08.0,34:02.0,30000,34500.0,30,Unknown,,,,,,,,,8.0,18750.0,30000.0,21193.75,18.75,30.0,-4.25
433,8a858f275a8e994e015a8ebcf96914e1,301965952,5,10:19.0,10:12.0,15000,18375.0,30,Unknown,1994-12-20 00:00:00.000000,Savings,3.3568104,6.5928981,Fidelity Bank,Unknown,Permanent,Unknown,4.0,11250.0,15000.0,14343.75,30.0,30.0,0.0
434,8a858f305c8dd672015c9b0451ec3125,301989140,2,45:53.0,45:47.0,10000,13000.0,30,Unknown,,,,,,,,,1.0,10000.0,10000.0,11500.0,15.0,15.0,1.0
435,8a858f4e5ca72981015cabf3f75d36d7,301981573,2,51:13.0,51:06.0,10000,13000.0,30,8a858f1554e29449015500deb58f1653,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,0.0
436,8a858f5f55f9698c015602905f522aed,301997563,7,50:37.0,50:29.0,20000,24500.0,30,Unknown,,,,,,,,,6.0,12500.0,20000.0,15562.5,27.5,30.0,-5.0
437,8a858f7e5c213ef4015c31640d15066c,301995024,2,55:55.0,55:46.0,10000,13000.0,30,8a858edb552adcfd015546aebb4f0717,,,,,,,,,1.0,10000.0,10000.0,13000.0,30.0,30.0,16.0
438,8a858f9d5c8779e7015c87d0c6db38fd,301999556,3,40:33.0,40:27.0,10000,13000.0,30,Unknown,,,,,,,,,2.0,10000.0,10000.0,13000.0,30.0,30.0,-7.5
